Mesto;Latitude;Longitude;Opis;Tip;Tip_ID
Cervia;44.23964;12.35812;P, pesceno, veliko prostora;P;Parking
Cervia;44.24762;12.35842;Kamp Adriatico Cervia, ACSI 16E, <a href=http://www.campingadriatico.net target=_blank>more info...</a>;KAMP;KAMP
Cervia;44.25156;12.35690;P, zraven igrisca, mozno spanje;P;Parking
Cervia;44.27326;12.32767;CerviAvventura, zabaviscni park;Z;Zanimivo
Cervia;44.27800;12.33612;Casa delle Farfalle, zivalski park;Z;Zanimivo
Cervia;44.28151;12.32459;PZA Cervia, odlicen, na samem, razsvetljen, video nadzor, vendar 2km od morja;PZA;PZA
Cesena;44.13938;12.26173;Stadion, brezplacno parkirisce;P;Parking
Cesena;44.14376;12.26074;P, brezplacno, pred trgovskim centrom, spanje;P;Parking
Cesena;44.15175;12.24918;P, spanje, v centru;P;Parking
Cesenatico;44.19788;12.39365;Presepe della Marineria, muzej ladij v kanalu;Z;Zanimivo
Cesenatico;44.19866;12.39060;PZA, 5E/AD, vsa oskrba, <a href=http://www.campercontact.com/en/italy/emilia-romagna-bo-fe-fc-mo-pc-pr-ra-re-rn-sm/cesenatico/10477/area-comunale-la-rocca target=_blank>more info</a>;PZA;PZA
Cesenatico;44.20970;12.39054;Atlantica, vodni park;Z;Zanimivo
Cesenatico;44.20982;12.39231;P, privat ob morju;P;Parking
Collecchio;44.73785;10.22505;Sirarna - Caseificio Montecoppe;Z;Zanimivo
Comacchio;44.63659;12.26267;P plaza;P;Parking
Comacchio;44.64042;12.25915;P ob morju;P;Parking
Comacchio;44.67669;12.24362;P Comacchio, ob plazi in recnem kanalu;P;Parking
Comacchio;44.69150;12.18517;P za AD, brezplacno, brez oskrbe, ob recnem kanalu, lepo mestece, zacetek parka Parco del Delta Po, <a href=http://www.campercontact.com/en/italy/emilia-romagna-bo-fe-fc-mo-pc-pr-ra-re-rn-sm/comacchio/6234/parcheggio-comunale target=_blank>more info</a>;P;Parking
Comacchio;44.70271;12.16849;PZA Comacchio, 25E/AD, <a href=http://www.campercontact.com/en/italy/emilia-romagna-bo-fe-fc-mo-pc-pr-ra-re-rn-sm/comacchio/25115/area-sosta-cavallari target=_blank>more info</a>;PZA;PZA
Comacchio;44.71086;12.23926;P Lido di Pomposa, S od Ravenne, brezplacno ob plazi, mozno tudi spanje izven sezone, plaza polna skoljkic;P;Parking
Dozza;44.35880;11.62440;P, brezplacno, dve PM za kamperje, mesto poslikanih fasad, trdnjava Rocca di Dozza druzine Sforza z vinoteko,;P;Parking
Dozza;44.35927;11.62894;Rocca di Dozza, muzej;Z;Zanimivo
Ferrara;44.81225;11.74314;FA Quartesana, V od Ferrara;P;Parking
Ferrara;44.82990;11.61380;P, ni za spanje, zraven Porta Paula, enih od mestnih vrat;P;Parking
Ferrara;44.83488;11.60797;P, brezplacno ograjeno in osvetljeno parkirisce, spanje, brez oskrbe;P;Parking
Ferrara;44.83515;11.61035;PZA Ferrara, 10E/24h, placilo in rezervacija preko internata <a href=http://www.ferraratua.it/parcheggi/camper/?lang=en target=_blank>more info...</a>;PZA;PZA
Ferrara;44.83531;11.61995;Katedrala;Z;Zanimivo
Ferrara;44.83751;11.61924;Stolp ferrara, UNESCO Kulturna dediscina of the Renaissance, UNESCO Kulturna dediscina;Z;Unesco
Ferrara;44.83752;11.64146;P Melo 2km V od Ferrara, mirno za prenociti;P;Parking
Ferrara;44.84225;11.62262;Botanicni vrt, brezplacen vstop, zelo dober, rastline iz vsega sveta, <a href=http://www.unife.it/sma/it/orto-botanico target=_blank>more info...</a>;Z;Zanimivo
Ferrara;44.84950;11.61878;P, znotraj obzidja, velika prostorna ulica, brezplacno, 1.5km do centra;P;Parking
Ferrara;44.85330;11.63336;Camping Comunale Estense, <a href=http://www.campeggioestense.it target=_blank>more info...</a>;KAMP;KAMP
Ferrara;44.85786;11.63007;Kamp Estense, 20E, od marca dalje, <a href=http://www.campeggioestense.it target=_blank>more info...</a>;KAMP;KAMP
Fidenza;44.88379;10.09144;Fidenza Village, nakupovalni center;Z;Zanimivo
Forli;44.21985;12.03139;P, free, voda, odtok;P;Parking
Fratta;44.13792;12.10200;IndianaPark Terme della Fratta, zabaviscni park;Z;Zanimivo
Gambettola pri Cesana;44.11329;12.33119;Sanitarna postaja;PZA;PZA
Gorino;44.81813;12.35132;PZA Gorino Ferrarese, 7E/AD, ob pristaniscu, <a href=http://www.campercontact.com/en/italy/emilia-romagna-bo-fe-fc-mo-pc-pr-ra-re-rn-sm/gorino/5888/area-comunale target=_blank>more info</a>;PZA;PZA
Goro;44.84483;12.29522;P za AD v marini, brezplacno, <a href=http://www.campercontact.com/en/italy/emilia-romagna-bo-fe-fc-mo-pc-pr-ra-re-rn-sm/goro/25117/parcheggio-porto target=_blank>more info</a>;P;Parking
Igea Marina;44.12221;12.49443;P, spanje, brezplacno;P;Parking
Imola;44.34166;11.70596;Spominsko obelezje Ayrton Senna, <a href=http://www.autodromoimola.it/memorial-ayrton-senna target=_blank>more info...</a>;Z;Zanimivo
Imola;44.35858;11.72371;La Collezione Benito Battilani, privatna zbirka starih motorjev, brez vstopnine, zelo prijazen lastnik;Z;Zanimivo
Imola;44.35887;11.71320;Zoo acquario Imola, odrasli 7E, otroci 5E, tropske ribe, zelve, piranje;Z;Zanimivo
Langhirano;44.58754;10.23771;Salumificio La Perla - suseni rezervni deli kralja zivali, mozno spanje;Z;Zanimivo
Lido delle Nazioni;44.73441;12.23182;PZA, Park Tahiti, camping in terme Oasis, 19E/dan + 11E/osebi vstopnica za v bazene;PZA;PZA
Lido di Dante;44.38453;12.31587;Kamp Classe, 16E/dan, del plaze je FKK, <a href=http://www.campingclasse.it target=_blank>more info...</a>;KAMP;KAMP-FKK
Lido di Spina;44.62814;12.25513;Spina Camping Village, 44E/AD, <a href=http://www.campercontact.com/en/italy/emilia-romagna-bo-fe-fc-mo-pc-pr-ra-re-rn-sm/lido-di-spina/66706/spina-camping-village target=_blank>more info</a>;KAMP;KAMP
Maranello;44.52977;10.86201;Muzej Ferrari, druzinska vstopnica 9E/osebo, odprto od 9-30, <a href=http://www.musei.ferrari.com/it/maranello target=_blank>more info...</a>;Z;Zanimivo
Maranello;44.53078;10.86177;P, 1E/uro za muzej Ferrari;P;Parking
Maranello;44.53227;10.86251;PK Parkirisce;P;Parking
Maranello;44.53239;10.86405;Tovarna Ferrari;Z;Zanimivo
Mesola;44.92326;12.23469;PZA Mesola, sanitarna postaja, brezplacno, <a href=http://www.campercontact.com/en/italy/emilia-romagna-bo-fe-fc-mo-pc-pr-ra-re-rn-sm/mesola/3935/area-comunale target=_blank>more info</a>;PZA;PZA
Miramare;44.02861;12.62583;Za hotelom Ascot, spanje, mirno, ob obali;P;Parking
Modena;44.57350;10.98475;Roadhouse grill, odlicna hrana, predvsem steaki;Z;Zanimivo
Modena;44.61366;10.94431;PZA Mutina, 17E/AD, odprto nonstop, <a href=http://www.campercontact.com/en/italy/emilia-romagna-bo-fe-fc-mo-pc-pr-ra-re-rn-sm/modena/169/area-camper-club-mutina target=_blank>more info</a>;PZA;PZA
Modena;44.64669;10.85355;Centro Commerciale Grandemilia, nakupovalni center;Z;Zanimivo
Modena;44.65007;10.91675;P Modena javni brezplacni P 1km od centra;P;Parking
Modena;44.65264;10.91092;P, tlakovano, 1,5 km od centra;P;Parking
Monchio delle Corti;44.36085;10.11043;Forestavventura, zabaviscni park;Z;Zanimivo
Occhiobello;44.91953;11.57681;PZA, ob reki in cesti;PZA;PZA
Ostellato;44.74271;11.96566;P Campolungo, ob kanalu Ferrara, V-I, brezplacno, opuscen kamp, izhodisce za kolesarjenje po parku Ostellato;P;Parking
Parma;44.78735;10.32947;Viale Antonio Bizzozero;P;Parking
Parma;44.80844;10.28464;PZA Parma, 20E/24ur, <a href=http://www.areasostacamperparma.it target=_blank>more info...</a>;PZA;PZA
Parma;44.82535;10.33695;P v Parmi, Via San Leonardo, S od Parme;P;Parking
Piacenza;45.05045;9.72513;PZA Piacenza;PZA;PZA
Pomposa Abbey;44.83404;12.17569;Benediktinski samostan Pomposa Abbey, zelo lep, vreden ogleda, velik parking, <a href=http://www.wikipedia.org/wiki/Pomposa_Abbey target=_blank>more info...</a>;P-Z;Parking
Pomposa Abbey;44.83427;12.17772;PZA, brezplacno, WC in umivalniki;PZA;PZA
Porto Corsini;44.49556;12.27968;PZA Porto Corsini, na travi, ob obali, od 1.11-1.3. zastonj, visoka sezona 11E/dan, brez elektrike;PZA;PZA
Punta Marina;44.44400;12.28725;P Punta Marina, brezplacno;P;Parking
Ravena;44.41470;12.18835;PZA 2.5E/24ur, ali 0,5E na uro, voda, izpust;PZA;PZA
Ravenna;44.26199;12.34457;P, brezplacno, spanje;P;Parking
Ravenna;44.27332;12.32954;PZA Cervia, J od Ravenna, 2km od morja, brezplacno;PZA;PZA
Ravenna;44.32640;12.27418;Parco Safari Ravenna, zivalski park, <a href=http://www.safariravenna.it target=_blank>more info...</a>;Z;Zanimivo
Ravenna;44.33365;12.26942;PZA Mirabilandia 14E/48h, vstopnina 26.5E, <a href=http://www.mirabilandia.it target=_blank>more info...</a>;PZA;PZA
Ravenna;44.37817;12.23526;PZA Classe, brezplacno, J od Ravenne;PZA;PZA
Ravenna;44.38853;12.31447;Kamp Lido di Dante, izven sezone brezplacno z zaprto vodo, blizu morja;KAMP;KAMP
Ravenna;44.42042;12.19625;Basilica di San Vitale, Early Christian Monuments of Ravenna, UNESCO Kulturna dediscina, <a href=http://www.ravennamosaici.it target=_blank>more info...</a>;Z;Unesco
Ravenna;44.42342;12.20933;PZA v centru S v Ravenna, V-I, brezplacno, dokaj dalec 2km od centra mesta, stari del mesta je zelo lep;PZA;PZA
Ravenna;44.43075;12.20966;PZA S v Ravenna, odtok;PZA;PZA
Ravenna;44.43451;12.29827;Kamp Adriano Camping Village, blizu morja, <a href=http://www.adrianocampingvillage.com target=_blank>more info...</a>;KAMP;KAMP
Ravenna;44.47250;12.28333;Kamp Parco Vacanze Rivaverde, ob morju, bus, <a href=http://www.gestionecampeggi.it/parco-vacanze-rivaverde target=_blank>more info...</a>;KAMP;KAMP
Ravenna;44.49972;12.27055;Kamp Villagio del Sole, 24.apr-14.sep, bus, <a href=http://www.campingvillaggiodelsole.it target=_blank>more info...</a>;KAMP;KAMP
Ravenna;44.54861;12.13306;Aziende agroturizem, PZA, dostop preko trajekta 44.54859,12.14713, Parco Regionale Delta del Po;PZA;PZA
Riccione;43.99551;12.67191;P Riccione, ob plazi, ni veliko prostora, JV od Rimini;P;Parking
Riccione;44.00376;12.65124;PZA Riccione v mestu;PZA;PZA
Riccione;44.00819;12.63291;Mini moto, gokart;Z;Zanimivo
Riccone;44.00630;12.64290;pri parku, na samem, ob prometni cesti, bolj priporocljivo v eni od sosednjih ulic;P;Parking
Riccone;44.00743;12.64550;P, brezplacno, blizje centra;P;Parking
Rimini;43.98525;12.64717;Zabaviscni park aqualand Oltemare, JV od Rimini;Z;Zanimivo
Rimini;43.99319;12.64505;P Riccione, Via Berlinguer 45, desno ob avtopralnici, vedno odprt, JV od Rimini;P;Parking
Rimini;44.02385;12.62968;P Riccione zraven dirkalisca za minimoto, poleg je travnata povrsina za otroke, spanje mirno, JV od Rimini;P;Parking
Rimini;44.03044;12.55543;Trgovina z AD deli, dobro zalozena, rentajo AD;AD;Avtodom
Rimini;44.03373;12.60876;Fiabilandia, zabaviscni park;Z;Zanimivo
Rimini;44.04005;12.58813;trgovski center Leclerc, JV od Rimini;Z;Zanimivo
Rimini;44.05188;12.59896;Parking ob plazi;P;Parking
Rimini;44.05458;12.57082;P, v centru;P;Parking
Rimini;44.05695;12.57102;Slavolok Arco di Augusto;Z;Zanimivo
Rimini;44.05913;12.56859;Piazza Tre Martiri;Z;Zanimivo
Rimini;44.05967;12.59092;Parking ob plazi;P;Parking
Rimini;44.05991;12.56987;Tempio;Z;Zanimivo
Rimini;44.06033;12.57666;PZA Settebello, 10E/AD, odprto nonstop, sanitarna doplacljiva, <a href=http://www.campercontact.com/en/italy/emilia-romagna-bo-fe-fc-mo-pc-pr-ra-re-rn-sm/rimini/6353/area-park-settebello target=_blank>more info</a>;PZA;PZA
Rimini;44.06075;12.56550;Piazza Cavour;Z;Zanimivo
Rimini;44.06365;12.56375;Ponte di Tiberio;Z;Zanimivo
Rimini;44.06954;12.52689;Parkirisce in PZA poleg Fiere. Mi nismo placali nic, ker je bila rampa odprta in smo prisli pozno zvecer odsli pa cez 2 dni kasneje zgodaj zjutraj. Imajo pa vse kar ima PZA.;P;Parking
Rimini;44.07168;12.51894;PZA SZ od Rimini, privat, organiziran kot kamp, lepo opremljen z oskrbovalno postajo, cena nizja kot kampi;PZA;PZA
Rimini;44.07432;12.56889;PZA Nautica, 30E/AD, odprto nonstop, <a href=http://www.campercontact.com/en/italy/emilia-romagna-bo-fe-fc-mo-pc-pr-ra-re-rn-sm/rimini/24073/area-camper-nautica target=_blank>more info</a>;PZA;PZA
Rimini;44.08609;12.53572;P, velik parking, brezplacno;P;Parking
Rimini;44.08993;12.51356;Italija v malem, vstopnina 22E/osebo, <a href=http://www.italiainminiatura.com target=_blank>more info...</a>;Z;Zanimivo
Rimini;44.15903;12.43473;P pred velikim nakupovalnim srediscem Romagna center, SZ od Rimini;P;Parking
Ro;44.95716;11.75581;PZA Ro, brezplacno, sanitarna postaja, v blizini mlini na reki Po, <a href=http://www.campercontact.com/en/italy/emilia-romagna-bo-fe-fc-mo-pc-pr-ra-re-rn-sm/ro/6254/parcheggio-comunale target=_blank>more info</a>;PZA;PZA
Rovigo;44.95925;12.33420;P, asfaltirano, razsvetljeno, spanje, izhodisce za kolesarjenje po parku delte reke Pad;P;Parking
San Benedetto;44.18558;11.27690;PZA, ob jezeru sprehajalna pot, mirno;PZA;PZA
Sant Agata Bolognese;44.66063;11.12578;P, Lamborghini muzej, primerno za AD, brezplacno;P-Z;Parking
Sasso Marconi;44.40580;11.26230;PZA J od Bologne, 10E - elektrika, voda, odplake;PZA;PZA
Sassomaggiore;44.81993;9.98967;PZA Sassomaggiore, terme, brezplacno;PZA;PZA
Torre Maina;44.49962;10.87345;P, ob reki;P;Parking
Torrechiara;44.65523;10.27374;Grad Torrechiara;Z;Zanimivo
Torrechiara;44.65728;10.27586;Parking;P;Parking
Traversa;44.10747;11.28380;P, ob cesti, mirno, spanje, lep razgled;P;Parking
Zola Predosa;44.51781;11.21451;P ob AC Z pri Bologni;P;Parking
Aquileia;45.76578;13.36973;PZA, 10E, odprto nonstop, <a href=http://www.campercontact.com/en/italy/friuli-go-pn-ud-ts/aquileia/5738/area-comunale target=_blank>more info</a>;PZA;PZA
Aquileia;45.76833;13.36750;Archaeological Area and the Patriarchal Basilica of Aquileia, UNESCO Kulturna dediscina;Z;Unesco
Aquileia;45.77135;13.36819;P dovoljeno za AD 2E/h, zgodnjekrscanski muzej, bazilika z mozaiki;P;Parking
Arta Terme;46.47555;13.01666;PZA, brezplacno, Terme di Arta, nove, zelo poceni, izhodisce za kolesarjenje, <a href=http://www.campercontact.com/en/italy/friuli-go-pn-ud-ts/arta-terme/52719/arta-terme target=_blank>more info</a>;PZA;PZA
Barcis;46.19053;12.56500;PZA Barcis, ob jezeru, skoraj kamp, 12E/AD, 8E elektrika;PZA;PZA
Bazovica;45.63965;13.87377;Spomenik bazoviskim junakom;Z;Zanimivo
Bazovica;45.65195;13.87939;P, mejni prehod, spanje;P;Parking
Cividale del Friuli;46.09462;13.43608;PZA, manjsi, ob cesti, sanitarna postaja;PZA;PZA
Codroipo;45.94583;13.01194;P Codropio, Passariano pred vilo Manin, JZ od Udin;P;Parking
Collina;46.59194;12.86801;P Rifugio Tolazzi 1350m, izhodisce za Wolayer See 1,5 ure, lahko dostopno in Coglians 2780m, najvisji vrh Karnijskih alp, spanje;P;Parking
Cotonificio Cormor;46.08593;13.18175;Centro Commerciale Citta Fiera, nakupovalni center;Z;Zanimivo
Devin;45.78305;13.58441;P v marini, blizu grada Devin, parking in mozno spanje;P;Parking
Devin;45.78888;13.58957;Izvir reke Timava, 2km dolga recica, makadam;Z;Zanimivo
Devin;45.80086;13.56464;Nord Est Camper, 49 Via Colombo Cesare Augusto, Monfalcone, trgovina z opremo za AD-je, Robi 041 431984;AD;Avtodom
Duino;45.77040;13.63200;P Sistiana v marini, WC, izven sezone ne preganjajo;P-WC;PZA
Duino;45.77222;13.62444;Kamp Village Mare Pineta, 15.3. do 20.10, <a href=http://www.marepineta.com target=_blank>more info...</a>;KAMP;KAMP
Duino;45.77321;13.60742;P Devine pod gradom;P;Parking
Fogliano;45.85910;13.47360;Super Vacanze Fogliano ++390481489988, AD trgovina;AD;Avtodom
Forni di Sopra;46.42002;12.58286;P smucisce Forni di Sopra, pri cerkvi, majhno, dalec od smucisca;P;Parking
Forni di Sopra;46.42161;12.57788;P smucisce Forni di Sopra, zraven drsalisca, glasba do 22h;P;Parking
Forni di Sopra;46.42560;12.56921;PZA Forni di Sopra, 9E/AD, sanitarna postaja brezplacno;PZA;PZA
Fusine Confine;46.49632;13.68922;PZA, nov, 15E/dan, ob kolesarski stezi, ravno, sanitarna postaja, otrosko igrisce, <a href=http://www.campercontact.com/en/italy/friuli-go-pn-ud-ts/tarvisio/29624/area-sosta-fusine-stazione target=_blank>more info</a>;PZA;PZA
Gemona;46.27621;13.13725;PZA, brezplacno, sanitarna postaja;PZA;PZA
Golometto;45.71606;13.51130;P, ob cesti in kolesarski stezi, v parku, zraven je piknik prostor, samo izven sezone;P;Parking
Gonars;45.88354;13.26112;BS Gonars, ob AC, spanje;P;Parking
Gorizia;45.94556;13.61560;PZA, skoraj v centru, brezplacno, sanitarna postaja, <a href=http://www.campercontact.com/en/italy/friuli-go-pn-ud-ts/gorizia/5695/arera-comunale target=_blank>more info</a>;PZA;PZA
Gradez;45.67981;13.41267;P za AD, nasproti PZA-ja, 4E/dan, odlicno izhodisce za sprehode in kolesarjenje, pozimi brezplacno, <a href=http://www.campercontact.com/en/italy/friuli-go-pn-ud-ts/grado/46448/area-comunale target=_blank>more info</a>;PZA;PZA
Gradez;45.67995;13.42370;Kamp Camping al Bosco, 28E, <a href=http://www.campercontact.com/en/italy/friuli-go-pn-ud-ts/grado/43580/camping-al-bosco target=_blank>more info</a>;KAMP;KAMP
Gradez;45.68176;13.41205;PZA, 16E/dan, odlicno izhodisce za sprehode in kolesarjenje, pozimi brezplacno, <a href=http://www.campercontact.com/en/italy/friuli-go-pn-ud-ts/grado/5699/area-comunale target=_blank>more info</a>;PZA;PZA
Gradez;45.68308;13.38361;S trajektom in kolesom v Trst, <a href=http://www.aptgorizia.it target=_blank>more info...</a>;Z;Zanimivo
Gradez;45.69660;13.45505;Camping Villaggio Turistico Europa, 27E/AD, bazen, <a href=http://www.campercontact.com/en/italy/friuli-go-pn-ud-ts/grado/70783/camping-villaggio-turistico-europa target=_blank>more info</a>;KAMP;KAMP
Gradisca D isonzo;45.88582;13.49567;P, spanje, brezplacno, hrupno;P;Parking
Laghi di Fusine;46.47341;13.67083;P, zraven zgornjega Belopeskega jezera, voda, in lep WC, julija in avgusta vstopnina 15E;P;Parking
Lago di Cavazzo;46.32201;13.06499;P ob lepem jezeru Lago di Cavazzo ali Lago tre comuni, P 3, 8E od jutra do vecera, prenocevanje prepovedano;P;Parking
Latisana;45.75845;13.00913;Il Parco dei Pappagalli, zivalski park;Z;Zanimivo
Latisana;45.78170;12.99306;PZA, spanje;PZA;PZA
Lignano Sabbiadoro;45.64887;13.10052;Kamp Pino Mare, mivka, aquasplash bazenski komplex, <a href=http://www.campingpinomare.it target=_blank>more info...</a>;KAMP;KAMP
Lignano Sabbiadoro;45.67356;13.09896;P pred Aquaparkom, in nogometnim igriscem, zaprt PZA;PZA;PZA
Lignano Sabbiadoro;45.67857;13.10995;PZA, pred lunaparkom Strabilia;PZA;PZA
Lignano Sabbiadoro;45.67874;13.09960;Gulliverlandia, za majhne otroke, zelo mirno in prostorno, kolesarjenje, <a href=http://www.gulliverlandia.it target=_blank>more info...</a>;Z;Zanimivo
Lignano Sabbiadoro;45.68807;13.14031;Ristorante Croce del Sud, zelo dobra restavracija;Z;Zanimivo
Lignano Sabbiadoro;45.69051;13.12931;P, brezplacno, spanje, ob parku in kolesarski stezi, <a href=http://www.campercontact.com/en/italy/friuli-go-pn-ud-ts/lignano-sabbiadoro/72412/parcheggio-via-lungolaguna-trento target=_blank>more info</a>;P;Parking
Ligosullo;46.54771;13.08518;P pred hotelom Valdejer 1340m, od oktobra do maja je zaprt, spanje, izhodisce za M. Dimon in M.Paularo;P;Parking
Longarone;46.27161;12.30458;P, pod jezom Vajont, ki je leta 1963 zaradi plazu ogromni vodni val zbrisal vec vasi, umrlo je cca 2000 ljudi;P;Parking
Lorenzago di Cadore;46.45422;12.51385;Prelaz Mauria Pass, 1298m;P-Z;Parking
Lusevera;46.30505;13.32238;PZA, brezplacno, na parkingu gostisca;PZA;PZA
Marano;45.76009;13.16722;P Marano, na otoku z marino, brezplacno, brez oskrbe;P;Parking
Marina Julia;45.77380;13.52810;P blizu plaze, makadam, izhodisce za kolesarjenje;P;Parking
Marina Julia;45.77716;13.52655;Kamp Albatros, <a href=http://www.villaggioalbatros.com target=_blank>more info...</a>;KAMP;KAMP
Marina Julia;45.79946;13.52805;Naravni park delte Soce, izhodisce za kolesarjenje;P;Parking
Miramar;45.70104;13.72203;P Castello di Miramare, brezplacno, brez oskrbe;P;Parking
Miramar;45.70608;13.71336;P grad Miramar, 10E/uro;P;Parking
Moggio Udinese;46.39872;13.16917;Sanitarna postaja na AC postajaliscu;I-V-WC;Sanitarna postaja
Monrupino;45.71833;13.80611;P ob cesti, Repentabor pod cerkvijo, razgled na Trst;P;Parking
Monte San Michele;45.88041;13.56202;P, zraven solskega igrisca, krozna ucna pot 1. svetovne vojne;P-Z;Parking
Monte San Michele;45.88588;13.54161;P, zraven muzeja, krozna ucna pot 1. svetovne vojne, vsako leto v aprilu se odvija enogatronomski pohod kraskih dobrot;P-Z;Parking
Montereale;46.15102;12.66053;PZA Montereale;PZA;PZA
Muggia;45.58750;13.80373;CV Muggia, CentroVacanze, AD trgovina, <a href=http://www.triestecamper.it target=_blank>more info...</a>;AD;Avtodom
Muggia;45.59376;13.80728;Sportna trgovina Decathlon, z AD-jem lahko parkiras na vrhu centra, <a href=http://www.decathlon.it target=_blank>more info...</a>;Z;Zanimivo
